"ID" "Maternal_Parent" "Data_Set" "Delta_CT" "Delta_CT_OG" "Fes_to_Epi_Ratio" "Standard" "Alkaloid_Plate" "ng.g" "Extraction_Date" "Extractor" "Harvest_Date"
"304-5-38" "304" "321-400" -8.417 -7.25 0.672808551992225 "First_combo" "21" 4040 "05/03/23" "Darrian" "2/8/2023"
"304-5-39" "304" "321-400" -6.464 -5.04666666666666 0.729426538300544 "First_combo" "21" 15634 "05/03/23" "Darrian" "2/8/2023"
"304-5-4" "304" "321-400" -6.772 -5.39 0.72032708350541 "First_combo" "20" 8708.788 "05/03/23" "Darrian" "2/20/2023"
"304-5-43" "304" NA NA NA NA NA "21" 16959 NA NA "2/8/2023"
"304-5-45" "304" "321-400" -5.506 -3.87333333333333 0.76787521079258 "First_combo" NA NA "05/03/23" "Darrian" "2/8/2023"
"304-5-46" "304" "321-400" -5.594 -3.99666666666667 0.763126693766938 "First_combo" "21" 19487 "05/03/23" "Darrian" "2/8/2023"
"304-5-47" "304" "321-400" -5.504 -3.90333333333333 0.765317869782117 "First_combo" "21" 19252 "05/03/23" "Darrian" "2/8/2023"
"304-5-49" "304" "321-400" -4.649 -2.95333333333333 0.79368953581255 "First_combo" NA NA "05/03/23" "Darrian" "2/8/2023"
"304-5-5" "304" "321-400" -6.086 -4.59333333333333 0.743714995578389 "First_combo" "20" 8085.014 "05/03/23" "Darrian" "2/20/2023"
"304-5-6" "304" "321-400" -5.583 -4.04666666666667 0.758301225161262 "First_combo" "20" 12498.451 "05/03/23" "Darrian" "2/20/2023"
"304-5-8" "304" "321-400" -6.505 -5.08333333333333 0.728924448889445 "First_combo" "20" 3670.393 "05/03/23" "Darrian" "2/9/2023"
"304-5-9" "304" "321-400" -6.726 -5.37333333333333 0.718424247498639 "First_combo" NA NA "05/03/23" "Darrian" "2/9/2023"
"305" "305" "315x320" -7.216 -4.18333333333333 0.661172935155186 "Pre_combo" "23" 14216.321 "03/16/23" "Darrian" "2/27/2023"
"305-1-10" "305" "321-400" -6.06 -4.58666666666667 0.742587715572169 "First_combo" "1" 7780.573 "05/03/23" "Darrian" "2/9/2023"
"305-1-12" "305" "321-400" -4.804 -3.21333333333333 0.781715739731007 "First_combo" "1" 8783.306 "05/03/23" "Darrian" "2/9/2023"
"305-1-13" "305" NA NA NA NA NA "2" 19091.168 NA NA "2/9/2023"
"305-1-14" "305" "321-400" -5.715 -4.24666666666667 0.749649553180305 "First_combo" "2" 13186.588 "05/04/23" "Darrian" "2/9/2023"
"305-1-23" "305" "321-400" -6.008 -4.50666666666667 0.746047848507904 "First_combo" "2" 10448.205 "05/04/23" "Darrian" "2/9/2023"
"305-1-29" "305" "321-400" -5.748 -4.29333333333334 0.74761800219539 "First_combo" "2" 14837.593 "05/04/23" "Darrian" "2/9/2023"
"305-1-30" "305" "321-400" -6.524 -5.04 0.734029108402299 "First_combo" "3" 8013.098 "05/04/23" "Darrian" "2/9/2023"
"305-1-31" "305" "321-400" -5.168 -3.55666666666666 0.774204823488291 "First_combo" "3" 7949.032 "05/04/23" "Darrian" "2/9/2023"
"305-1-33" "305" "321-400" -6.114 -4.61666666666667 0.743529510466043 "First_combo" "3" 11447.7 "05/04/23" "Darrian" "2/9/2023"
"305-1-36" "305" "321-400" -4.773 -3.12333333333333 0.787062235110417 "First_combo" "3" 8449.509 "05/04/23" "Darrian" "2/9/2023"
"305-1-37" "305" "321-400" -5.998 -4.50333333333333 0.745675033921303 "First_combo" "4" 5150.269 "05/04/23" "Darrian" "2/9/2023"
"305-1-38" "305" "321-400" -5.572 -4.04333333333333 0.7580547112462 "First_combo" NA NA "05/04/23" "Darrian" "2/23/2023"
"305-1-4" "305" "321-400" -5.535 -4 0.759295499021526 "First_combo" "1" 10343.047 "05/04/23" "Darrian" "2/23/2023"
"305-1-40" "305" "321-400" -5.991 -4.41666666666667 0.752519828155982 "First_combo" "4" 12791.732 "05/04/23" "Darrian" "2/23/2023"
"305-1-45" "305" "321-400" -5.743 -4.22333333333333 0.753402894070162 "First_combo" "4" 9538.697 "05/04/23" "Darrian" "2/23/2023"
"305-1-47" "305" "321-400" -5.538 -4 0.759562367038597 "First_combo" "4" 9787.104 "05/04/23" "Darrian" "2/23/2023"
"305-1-8" "305" "321-400" -5.92 -4.41333333333333 0.748374208356356 "First_combo" "1" 8114.51 "05/04/23" "Darrian" "2/23/2023"
"305-1-9" "305" "321-400" -6.037 -4.48333333333333 0.749761658031088 "First_combo" NA NA "05/04/23" "Darrian" "2/23/2023"
"305-2-11" "305" "321-400" -6.584 -5.24666666666667 0.719758236145399 "First_combo" NA NA "05/04/23" "Darrian" "2/23/2023"
"305-2-14" "305" NA NA NA NA NA "5" 12540.139 NA NA "2/23/2023"
"305-2-15" "305" NA NA NA NA NA "6" 12060.631 NA NA "2/23/2023"
"305-2-16" "305" "321-400" -4.254 -2.45 0.811936339522546 "First_combo" NA NA "05/04/23" "Darrian" "2/23/2023"
"305-2-18" "305" "321-400" -7.232 -5.92 0.705453508736203 "First_combo" "6" 10539.837 "05/04/23" "Darrian" "2/23/2023"
"305-2-2" "305" "321-400" -4.751 -3.15 0.783917769591122 "First_combo" "5" 11894.377 "05/04/23" "Darrian" "2/23/2023"
"305-2-21" "305" "321-400" -6.35 -4.91666666666667 0.733036239804927 "First_combo" "6" 9414.606 "05/04/23" "Darrian" "2/14/2023"
"305-2-28" "305" "321-400" -5.267 -3.72 0.766575075341252 "First_combo" "6" 13740.434 "05/04/23" "Darrian" "2/14/2023"
"305-2-3" "305" "321-400" -4.286 -2.62666666666667 0.801002878633113 "First_combo" "5" 24929.907 "05/04/23" "Darrian" "2/14/2023"
"305-2-31" "305" "321-400" -5.379 -3.79666666666667 0.766829944947765 "First_combo" NA NA "05/04/23" "Darrian" "2/14/2023"
"305-2-33" "305" "321-400" -5.046 -3.44333333333333 0.77648830616584 "First_combo" "7" 22306.079 "05/04/23" "Darrian" "2/14/2023"
"305-2-35" "305" NA NA NA NA NA "7" 8642.338 NA NA "2/14/2023"
"305-2-38" "305" NA NA NA NA NA "7" 13596.454 NA NA "2/14/2023"
"305-2-39" "305" "321-400" -6.261 -4.82 0.735554992397364 "First_combo" "7" 13764.416 "05/04/23" "Darrian" "2/14/2023"
"305-2-40" "305" NA NA NA NA NA "8" 11224.579 NA NA "2/14/2023"
"305-2-41" "305" "321-400" -5.505 -3.99 0.75835125762697 "First_combo" "8" 14971.023 "05/04/23" "Darrian" "2/14/2023"
"305-2-43" "305" "321-400" -5.175 -3.52666666666667 0.776910807431995 "First_combo" NA NA "05/04/23" "Darrian" "2/14/2023"
"305-2-45" "305" "321-400" -6.004 -4.49666666666667 0.746720101244463 "First_combo" "8" 11267.988 "05/04/23" "Darrian" "2/14/2023"
"305-2-48" "305" "321-400" -5.819 -4.32 0.749946285075845 "First_combo" "8" 30530.287 "05/04/23" "Darrian" "2/20/2023"
"305-2-8" "305" NA NA NA NA NA "5" 9231.696 NA NA "2/14/2023"
"305-3-1" "305" "321-400" -5.443 -3.78333333333333 0.771369765195111 "First_combo" "9" 10389.079 "05/04/23" "Darrian" "2/23/2023"
"305-3-11" "305" NA NA NA NA NA "9" 6536.073 NA NA "2/23/2023"
"305-3-12" "305" "321-400" -6.021 -4.51666666666667 0.745949367088608 "First_combo" NA NA "05/04/23" "Darrian" "2/23/2023"
"305-3-20" "305" NA NA NA NA NA "9" 14353.108 "05/04/23" "Darrian" "2/23/2023"
"305-3-22" "305" "321-400" -5.74 -4.22333333333333 0.75312889768182 "First_combo" "10" 13773.348 "05/04/23" "Darrian" "2/23/2023"
"305-3-23" "305" "321-400" -6.353 -4.96333333333333 0.72908315565032 "First_combo" "10" 6951.938 "05/04/23" "Darrian" "2/23/2023"
"305-3-24" "305" "321-400" -5.537 -4.00333333333333 0.759177105080028 "First_combo" "10" 11462.244 "05/04/23" "Darrian" "2/23/2023"
"305-3-25" "305" "321-400" -5.672 -4.16333333333333 0.754064952521355 "First_combo" "10" 17656.406 "05/04/23" "Darrian" "2/23/2023"
"305-3-27" "305" "321-400" -6.066 -4.61 0.740957424093607 "First_combo" "11" 9547.697 "05/04/23" "Darrian" "2/23/2023"
"305-3-28" "305" "321-400" -7.44 -6 0.71359279362513 "First_combo" "11" 5418.976 "05/04/23" "Darrian" "2/23/2023"
"305-3-29" "305" "321-400" -6.191 -4.81333333333334 0.731351703189412 "First_combo" "11" 6082.52 "05/04/23" "Darrian" "2/23/2023"
"305-3-30" "305" "321-400" -5.145 -3.61 0.768566416265575 "First_combo" "11" 9403.81 "05/04/23" "Darrian" "2/23/2023"
"305-3-37" "305" "401-480" -7.751 -4.22 0.684905890483353 "First_combo" "12" 6642.032 "05/04/23" "Darrian" "2/23/2023"
"305-3-38" "305" "401-480" -7.916 -4.35666666666667 0.682241490044958 "First_combo" "12" 7089.717 "05/04/23" "Darrian" "2/21/2023"
"305-3-40" "305" "401-480" -7.275 -3.78 0.695441034872525 "First_combo" "12" 11606.938 "05/04/23" "Darrian" "2/21/2023"
"305-3-42" "305" NA NA NA NA NA "12" 12820.741 NA NA "2/21/2023"
"305-3-44" "305" "401-480" -7.707 -4.06333333333333 0.692261619549593 "First_combo" "13" 8513.225 "05/04/23" "Darrian" "2/21/2023"
"305-3-45" "305" "401-480" -9.226 -5.83 0.640941817474217 "First_combo" "13" 4820.272 "05/04/23" "Darrian" "2/21/2023"
"305-3-46" "305" "401-480" -7.594 -3.97333333333333 0.693901406747551 "First_combo" "13" 12212.885 "05/04/23" "Darrian" "2/21/2023"
"305-3-48" "305" "401-480" -7.383 -3.82 0.696335293875704 "First_combo" "13" 15724.965 "05/04/23" "Darrian" "2/21/2023"
"305-3-49" "305" "401-480" -8.14 -4.74333333333333 0.667007568009818 "First_combo" "14" 10817.91 "05/04/23" "Darrian" "2/21/2023"
"305-3-8" "305" "401-480" -7.953 -4.67 0.664840490539003 "First_combo" NA NA "05/04/23" "Darrian" "2/21/2023"
"305-3-9" "305" NA NA NA NA NA "9" 8982.217 NA NA "2/21/2023"
"305-4-10" "305" "401-480" -9.529 -5.96666666666667 0.644227897252091 "First_combo" "14" 22243.855 "05/04/23" "Darrian" "2/21/2023"
"305-4-12" "305" "401-480" -8.755 -5.28666666666667 0.656343224996075 "First_combo" "14" 7411.311 "05/04/23" "Darrian" "2/21/2023"
"305-4-13" "305" "401-480" -7.815 -4.34666666666667 0.679621202804083 "First_combo" "14" 3818.582 "05/04/23" "Darrian" "2/23/2023"
"305-4-15" "305" "401-480" -8.182 -4.64333333333333 0.674348258706468 "First_combo" "14" 11848.942 "05/04/23" "Darrian" "2/23/2023"
"305-4-17" "305" "401-480" -8.157 -4.47 0.683260202694832 "First_combo" "15" 8877.697 "05/04/23" "Darrian" "2/23/2023"
"305-4-23" "305" NA NA NA NA NA "15" 5132.523 "05/04/23" "Darrian" "2/23/2023"
"305-4-26" "305" NA NA NA NA NA "15" 8826.717 "05/04/23" "Darrian" "2/23/2023"
"305-4-32" "305" NA NA NA NA NA "15" 7251.558 "05/04/23" "Darrian" "2/23/2023"
"305-4-38" "305" "1281-1325-R" -15.866 -2.82666666666667 0.492596501327193 "Second_combo" NA NA "05/04/23" "Darrian" "2/23/2023"
"305-4-39" "305" "401-480" -8.477 -4.92666666666667 0.667803119366722 "First_combo" "15" 5930.405 "05/04/23" "Darrian" "2/23/2023"
"305-4-40" "305" NA NA NA NA NA "16" 5660.075 NA NA "2/9/2023"
"305-4-45" "305" "401-480" -7.343 -3.84 0.694079906678332 "First_combo" NA NA "05/04/23" "Darrian" "2/9/2023"
"305-4-46" "305" "401-480" -6.785 -3.11 0.718686512707824 "First_combo" NA NA "05/04/23" "Darrian" "2/9/2023"
"305-4-47" "305" "401-480" -7.208 -3.66 0.700228737783323 "First_combo" "16" 13140.676 "05/04/23" "Darrian" "2/9/2023"
"305-4-49" "305" "401-480" -8.078 -4.59 0.674011299435028 "First_combo" "16" 12986.241 "05/04/23" "Darrian" "2/20/2023"
"305-5-1" "305" "401-480" -8.138 -4.65333333333334 0.67235687253402 "First_combo" "16" 7835.313 "05/04/23" "Darrian" "2/24/2023"
"305-5-10" "305" "401-480" -7.912 -4.23666666666667 0.68876126037528 "First_combo" "16" 7575.39 "05/04/23" "Darrian" "2/9/2023"
"305-5-17" "305" "401-480" -8.356 -4.61 0.681591281484586 "First_combo" "17" 7721.974 "05/04/23" "Darrian" "2/9/2023"
"305-5-18" "305" "401-480" -8.772 -4.99333333333333 0.673514962036624 "First_combo" "17" 5255.184 "05/04/23" "Darrian" "2/9/2023"
"305-5-19" "305" "401-480" -8.659 -5.22666666666667 0.656416157447822 "First_combo" NA NA "05/04/23" "Darrian" "2/9/2023"
"305-5-20" "305" NA NA NA NA NA "17" 9176.271 NA NA "2/9/2023"
"305-5-21" "305" "401-480" -6.825 -3.21 0.714470986905409 "First_combo" NA NA "05/04/23" "Darrian" "2/9/2023"
"305-5-24" "305" "401-480" -7.927 -4.42666666666667 0.678600389231268 "First_combo" "17" 8973.52 "05/04/23" "Darrian" "2/9/2023"
"305-5-25" "305" NA NA NA NA NA "17" 12071.919 NA NA "2/9/2023"
"305-5-26" "305" "401-480" -8.49 -5.12333333333333 0.656539504025244 "First_combo" "18" 6445.408 "05/04/23" "Darrian" "2/23/2023"
"305-5-33" "305" "401-480" -8.509 -4.83 0.674321583036705 "First_combo" "18" 5637.047 "05/04/23" "Darrian" "2/23/2023"
"305-5-34" "305" "401-480" -8.167 -4.37 0.688947288238879 "First_combo" NA NA "05/04/23" "Darrian" "2/23/2023"
"305-5-7" "305" "401-480" -7.733 -3.92 0.700549876084263 "First_combo" NA NA "05/04/23" "Darrian" "2/23/2023"
"305-5-9" "305" "401-480" -5.877 -2.17333333333333 0.746659194758169 "First_combo" NA NA "05/04/23" "Darrian" "2/23/2023"
"306" "306" "315x320" -6.938 -3.83666666666667 0.670011890606421 "Pre_combo" "23" 20135.548 "03/16/23" "Darrian" "2/27/2023"
"306-1-10" "306" "401-480" -6.581 -2.59666666666666 0.739407618595074 "First_combo" NA NA "05/04/23" "Darrian" "2/23/2023"
"306-1-22" "306" "401-480" -7.086 -3.50666666666667 0.705302557704304 "First_combo" "1" 12083.296 "05/04/23" "Darrian" "2/23/2023"
"306-1-23" "306" "401-480" -8.179 -4.58333333333333 0.677725678710745 "First_combo" "2" 10605.947 "05/08/23" "Holly" "2/23/2023"
"306-1-3" "306" "401-480" -7.786 -4.12666666666667 0.691129800063472 "First_combo" "1" 12263.237 "05/08/23" "Holly" "2/23/2023"
"306-1-30" "306" NA NA NA NA NA "2" 6262.103 NA NA "2/23/2023"
"306-1-36" "306" "401-480" -7.196 -3.6 0.703159805296593 "First_combo" NA NA "05/08/23" "Holly" "2/23/2023"
"306-1-37" "306" "401-480" -6.708 -3.23333333333333 0.710149937346066 "First_combo" "2" 17701.2 "05/08/23" "Holly" "2/23/2023"
"306-1-38" "306" "401-480" -7.333 -3.60666666666667 0.7064451561249 "First_combo" "2" 13648.417 "05/08/23" "Holly" "2/21/2023"
"306-1-39" "306" "401-480" -8.78 -5.14 0.665714829621169 "First_combo" "3" 14163.221 "05/08/23" "Holly" "2/21/2023"
"306-1-4" "306" "401-480" -8.079 -4.16333333333333 0.697200254863011 "First_combo" "1" 11547.704 "05/08/23" "Holly" "2/21/2023"
"306-1-41" "306" "401-480" -7.191 -3.53666666666667 0.706441868060091 "First_combo" "3" 23450.049 "05/08/23" "Holly" "2/21/2023"
"306-1-42" "306" NA NA NA NA NA "3" 12376.026 NA NA "2/21/2023"
"306-1-47" "306" "401-480" -7.269 -3.79 0.694708105837883 "First_combo" "3" 15293.117 "05/08/23" "Holly" "2/21/2023"
"306-1-49" "306" "401-480" -7.315 -3.76333333333334 0.697564807541241 "First_combo" NA NA "05/08/23" "Holly" "2/21/2023"
"306-1-6" "306" "401-480" -7.298 -3.78333333333333 0.695954672332625 "First_combo" NA NA "05/08/23" "Holly" "2/21/2023"
"306-1-7" "306" NA NA NA NA NA "1" 6852.432 NA NA "2/21/2023"
"306-1-8" "306" "401-480" -8.463 -4.99333333333333 0.663418708240535 "First_combo" NA NA "05/08/23" "Holly" "2/21/2023"
"306-2-1" "306" "401-480" -8.837 -5.57 0.641849720353408 "First_combo" "4" 13636.505 "05/08/23" "Holly" "2/8/2023"
"306-2-10" "306" "401-480" -7.544 -3.77 0.703389164111032 "First_combo" "4" 14055.548 "05/08/23" "Holly" "2/8/2023"
"306-2-11" "306" "401-480" -9.805 -6.34666666666667 0.631930628026578 "First_combo" "4" 6433.14 "05/08/23" "Holly" "2/8/2023"
"306-2-15" "306" NA NA NA NA NA "5" 15497.708 "05/08/23" "Holly" "2/8/2023"
"306-2-2" "306" NA NA NA NA NA "4" 10318.677 NA NA "2/8/2023"
"306-2-21" "306" "401-480" -6.944 -3.27 0.714203399596658 "First_combo" "5" 35766.704 "05/08/23" "Holly" "2/8/2023"
"306-2-22" "306" "401-480" -9.155 -5.48666666666666 0.658650260999254 "First_combo" "5" 22914.979 "05/08/23" "Holly" "2/8/2023"
"306-2-25" "306" "401-480" -7.366 -3.99666666666667 0.685656979473392 "First_combo" NA NA "05/08/23" "Holly" "2/8/2023"
"306-2-26" "306" "401-480" -6.419 -2.68666666666667 0.732005678022712 "First_combo" NA NA "05/08/23" "Darrian" "2/8/2023"
"306-2-27" "306" "401-480" -8.303 -4.87666666666667 0.664796124343964 "First_combo" NA NA "05/08/23" "Darrian" "2/8/2023"
"306-2-28" "306" "401-480" -6.607 -2.93 0.723822263094094 "First_combo" NA NA "05/08/23" "Darrian" "2/8/2023"
"306-2-29" "306" "401-480" -7.246 -3.44333333333334 0.712631370216141 "First_combo" NA NA "05/08/23" "Darrian" "2/8/2023"
"306-2-3" "306" "401-480" -6.78 -2.83666666666667 0.732036993123073 "First_combo" NA NA "05/08/23" "Darrian" "2/8/2023"
"306-2-30" "306" NA NA NA NA NA "5" 11287.918 NA NA "2/13/2023"
"306-2-35" "306" "401-480" -8.367 -4.79666666666667 0.671611915695278 "First_combo" NA NA "05/08/23" "Darrian" "2/13/2023"
"306-2-36" "306" "401-480" -6.918 -3.37333333333333 0.708101265822785 "First_combo" "6" 23032.128 "05/08/23" "Darrian" "2/13/2023"
"306-2-37" "306" "401-480" -6.669 -3.04333333333333 0.719448066972361 "First_combo" NA NA "05/08/23" "Darrian" "2/13/2023"
"306-2-39" "306" "401-480" -7.46 -4.03 0.686765199865637 "First_combo" "6" 22358.601 "05/08/23" "Darrian" "2/13/2023"
"306-2-4" "306" "401-480" -6.969 -3.46 0.704665847353477 "First_combo" NA NA "05/08/23" "Darrian" "2/13/2023"
"306-2-40" "306" NA NA NA NA NA "6" 13892.34 NA NA "2/13/2023"
"306-2-41" "306" "401-480" -7.8 -4.03 0.696627902454203 "First_combo" NA NA "05/08/23" "Darrian" "2/13/2023"
"306-2-45" "306" "401-480" -5.843 -1.97666666666667 0.755359236308826 "First_combo" "6" 13214.541 "05/08/23" "Darrian" "2/13/2023"
"306-2-46" "306" NA NA NA NA NA "7" 24251.324 NA NA "2/13/2023"
"306-2-5" "306" "401-480" -7.122 -3.48333333333333 0.707455329636476 "First_combo" NA NA "05/08/23" "Darrian" "2/13/2023"
"306-2-6" "306" "401-480" -6.669 -2.91666666666667 0.725882691438201 "First_combo" NA NA "05/08/23" "Darrian" "2/13/2023"
"306-2-9" "306" "401-480" -8.331 -4.84666666666667 0.667478246986509 "First_combo" NA NA "05/08/23" "Darrian" "2/13/2023"
"306-3-1" "306" "401-480" -6.649 -3.1 0.715903264399248 "First_combo" NA NA "05/08/23" "Darrian" "2/24/2023"
"306-3-11" "306" "401-480" -6.229 -2.38333333333333 0.742975036104807 "First_combo" "8" 25879.342 "05/08/23" "Darrian" "2/24/2023"
"306-3-12" "306" "401-480" -6.957 -2.94666666666667 0.730401085061035 "First_combo" "8" 14577.978 "05/08/23" "Darrian" "2/24/2023"
"306-3-13" "306" "401-480" -8.254 -4.75666666666667 0.670209365510628 "First_combo" "9" 15843.976 "05/08/23" "Darrian" "2/24/2023"
"306-3-14" "306" "401-480" -6.638 -2.90666666666667 0.725668471298095 "First_combo" NA NA "05/08/23" "Darrian" "2/24/2023"
"306-3-17" "306" "481-560" -7.234 -4.39333333333333 0.698746512305834 "First_combo" "9" 15202.709 "05/08/23" "Holly" "2/24/2023"
"306-3-18" "306" "481-560" -5.723 -2.78333333333333 0.743501254930082 "First_combo" "9" 13787.555 "05/08/23" "Holly" "2/24/2023"
"306-3-2" "306" "481-560" -6.378 -3.58333333333333 0.717274701892814 "First_combo" "7" 14786.954 "05/08/23" "Holly" "2/24/2023"
"306-3-22" "306" NA NA NA NA NA "9" 7024.836 NA NA "2/24/2023"
"306-3-23" "306" "481-560" -5.796 -2.65666666666667 0.751979117634473 "First_combo" NA NA "05/08/23" "Holly" "2/24/2023"
"306-3-26" "306" NA NA NA NA NA "10" 16902.007 NA NA "2/24/2023"
"306-3-29" "306" NA NA NA NA NA "10" 16602.606 NA NA "2/24/2023"
"306-3-3" "306" "481-560" -6.352 -3.48666666666666 0.722122577540575 "First_combo" "7" 16571.929 "05/08/23" "Holly" "2/24/2023"
"306-3-35" "306" "481-560" -5.568 -2.58 0.750582332915248 "First_combo" "10" 12886.773 "05/08/23" "Holly" "2/21/2023"
"306-3-38" "306" "481-560" -6.503 -3.64666666666666 0.717629179331307 "First_combo" "10" 5912.369 "05/08/23" "Holly" "2/21/2023"
"306-3-40" "306" "481-560" -6.122 -3.16666666666666 0.733385593589409 "First_combo" NA NA "05/08/23" "Holly" "2/21/2023"
"306-3-41" "306" "481-560" -6.641 -3.78 0.714365591397849 "First_combo" NA NA "05/08/23" "Holly" "2/21/2023"
"306-3-43" "306" NA NA NA NA NA "11" 16190.086 NA NA "2/21/2023"
"306-3-45" "306" "481-560" -6.443 -3.64 0.716017277856135 "First_combo" "11" 13221.281 "05/08/23" "Holly" "2/21/2023"
"306-3-46" "306" "481-560" -6.806 -3.90666666666667 0.712584459459459 "First_combo" "11" 26414.733 "05/08/23" "Holly" "2/21/2023"
"306-3-48" "306" "481-560" -7.208 -4.18 0.710184552289815 "First_combo" "11" 21885.932 "05/08/23" "Holly" "2/21/2023"
"306-3-5" "306" "481-560" -6.899 -4.06333333333333 0.706500467965626 "First_combo" "7" 12323.164 "05/08/23" "Holly" "2/21/2023"
"306-3-7" "306" NA NA NA NA NA "8" 2866.888 "05/08/23" "Holly" "2/21/2023"
"306-3-8" "306" "1281-1325-R" -25.496 -13.2533333333333 0.336473649967469 "Second_combo" "8" 2791.636 "05/08/23" "Holly" "2/21/2023"
"306-4-11" "306" "481-560" -6.779 -3.88666666666667 0.712766408203042 "First_combo" "12" 29720.717 "05/08/23" "Holly" "2/21/2023"
"306-4-12" "306" "481-560" -6.804 -3.94 0.710541989279333 "First_combo" "13" 38315.288 "05/08/23" "Holly" "2/8/2023"
"306-4-16" "306" "481-560" -5.838 -2.96333333333333 0.736647419704078 "First_combo" "13" 34745.212 "05/08/23" "Holly" "2/8/2023"
"306-4-18" "306" "481-560" -6.306 -3.45333333333333 0.722642505277973 "First_combo" "13" 31414.787 "05/08/23" "Holly" "2/8/2023"
"306-4-19" "306" "481-560" -6.852 -4.1 0.702552526480292 "First_combo" "13" 18055.738 "05/08/23" "Holly" "2/8/2023"
"306-4-21" "306" "481-560" -6.557 -3.62666666666667 0.720645875937287 "First_combo" "14" 17644.48 "05/08/23" "Darrian" "2/8/2023"
"306-4-23" "306" NA NA NA NA NA "14" 2491.122 "05/08/23" "Darrian" "2/8/2023"
"306-4-24" "306" "481-560" -6.448 -3.52 0.723309303123927 "First_combo" "14" 18186.139 "05/08/23" "Darrian" "2/8/2023"
"306-4-3" "306" "481-560" -6.783 -3.91 0.711582617569521 "First_combo" "12" 41684.808 "05/08/23" "Darrian" "2/8/2023"
"306-4-34" "306" "481-560" -6.052 -3.1 0.735130640290604 "First_combo" "14" 14472.079 "05/08/23" "Darrian" "2/8/2023"
"306-4-35" "306" "481-560" -6.743 -3.67 0.723828636959371 "First_combo" "14" 11453.004 "05/08/23" "Darrian" "2/8/2023"
"306-4-4" "306" "481-560" -6.655 -3.84333333333333 0.711141976648292 "First_combo" "12" 27998.227 "05/08/23" "Darrian" "2/22/2023"
"306-4-41" "306" "481-560" -5.733 -2.71 0.747744972939675 "First_combo" "15" 18985.077 "05/08/23" "Darrian" "2/22/2023"
"306-4-42" "306" "481-560" -6.776 -3.93666666666667 0.709807280513919 "First_combo" "15" 10476.601 "05/08/23" "Darrian" "2/22/2023"
"306-4-46" "306" NA NA NA NA NA "15" 24188.295 NA NA "2/22/2023"
"306-4-47" "306" "481-560" -6.03 -2.98333333333333 0.740778952798556 "First_combo" "15" 12152.515 "05/08/23" "Darrian" "2/22/2023"
"306-4-48" "306" "481-560" -7.106 -4.27666666666667 0.701076897189971 "First_combo" "15" 24185.832 "05/08/23" "Darrian" "2/24/2023"
"306-4-49" "306" "481-560" -6.855 -3.94 0.712192459484424 "First_combo" "16" 26313.126 "05/08/23" "Darrian" "2/24/2023"
"306-4-5" "306" "481-560" -7.555 -4.70666666666667 0.691695572332177 "First_combo" "12" 13835.039 "05/08/23" "Darrian" "2/22/2023"
"306-4-8" "306" "481-560" -6.529 -3.47 0.728388385056993 "First_combo" NA NA "05/08/23" "Darrian" "2/22/2023"
"306-5-10" "306" "481-560" -7.01 -4.24666666666667 0.699360981258309 "First_combo" "16" 12330.574 "05/08/23" "Darrian" "2/22/2023"
"306-5-12" "306" "481-560" -6.939 -4.09333333333333 0.70613645026045 "First_combo" "16" 15316.86 "05/08/23" "Darrian" "2/22/2023"
"306-5-17" "306" NA NA NA NA NA "17" 18083.679 NA NA "2/22/2023"
"306-5-19" "306" "481-560" -6.913 -4.09666666666667 0.704950917626974 "First_combo" "17" 13550.048 "05/08/23" "Darrian" "2/22/2023"
"306-5-23" "306" NA NA NA NA NA "17" 8691.655 NA NA "2/9/2023"
"306-5-27" "306" "481-560" -5.767 -2.58 0.755231102245236 "First_combo" NA NA "05/08/23" "Darrian" "2/9/2023"
"306-5-29" "306" NA NA NA NA NA "17" 21073.153 NA NA "2/9/2023"
"306-5-30" "306" "481-560" -6.693 -3.79666666666667 0.715155126186322 "First_combo" "17" 15576.552 "05/08/23" "Darrian" "2/9/2023"
"306-5-32" "306" NA NA NA NA NA "18" 16281.542 NA NA "2/9/2023"
"306-5-33" "306" NA NA NA NA NA "18" 12439.267 NA NA "2/9/2023"
"306-5-34" "306" "481-560" -6.216 -3.38 0.723978685612789 "First_combo" "18" 11727.883 "05/08/23" "Darrian" "2/9/2023"
"306-5-35" "306" NA NA NA NA NA "18" 35449.794 NA NA "2/9/2023"
"306-5-37" "306" "481-560" -7.11 -4.19 0.706343961671898 "First_combo" "18" 11414.205 "05/09/23" "Holly" "2/9/2023"
"306-5-38" "306" "481-560" -8.229 -5.49666666666667 0.669862793869855 "First_combo" "18" 8307.175 "05/09/23" "Holly" "2/9/2023"
"306-5-4" "306" "481-560" -6.244 -3.38333333333333 0.724739904778699 "First_combo" "16" 24488.512 "05/09/23" "Holly" "2/24/2023"
"306-5-46" "306" NA NA NA NA NA "19" 13435.539 NA NA "2/9/2023"
"306-5-47" "306" NA NA NA NA NA "19" 11231.538 NA NA "2/21/2023"
"306-5-48" "306" NA NA NA NA NA "19" 11052.561 NA NA "2/21/2023"
"306-5-5" "306" "481-560" -6.556 -3.74666666666667 0.713499104138444 "First_combo" "16" 22272.179 "05/09/23" "Holly" "2/24/2023"
"306-5-7" "306" "481-560" -6.916 -4.08666666666667 0.705702127659574 "First_combo" NA NA "05/09/23" "Holly" "2/24/2023"
"307" "307" "315x320" -6.074 -2.82 0.696330366963304 "Pre_combo" "23" 18968.235 "03/16/23" "Darrian" "2/27/2023"
