"ID" "Maternal_Parent" "Data_Set" "Delta_CT" "Delta_CT_OG" "Fes_to_Epi_Ratio" "Standard" "Alkaloid_Plate" "ng.g" "Extraction_Date" "Extractor" "Harvest_Date"
"308-4-22" "308" NA NA NA NA NA "14" 13263.808 NA NA "2/23/2023"
"308-4-26" "308" "641-720" -16.789 -4.61333333333333 0.460906142632373 "First_combo" "14" 10281.349 "05/10/23" "Holly" "2/23/2023"
"308-4-27" "308" "641-720" -15.569 -3.69 0.477076545863702 "First_combo" "15" 19867.951 "05/10/23" "Holly" "2/23/2023"
"308-4-28" "308" "641-720" -14.732 -3.12333333333333 0.487279434796227 "First_combo" NA NA "05/10/23" "Holly" "2/23/2023"
"308-4-3" "308" "641-720" -15.15 -3.29 0.485219164118247 "First_combo" NA NA "05/10/23" "Holly" "2/23/2023"
"308-4-34" "308" "641-720" -15.335 -3.10666666666667 0.491005045140733 "First_combo" "15" 12293.682 "05/10/23" "Darrian" "2/8/2023"
"308-4-35" "308" "641-720" -16.508 -4.19 0.469997110476129 "First_combo" "15" 9957.815 "05/10/23" "Darrian" "2/8/2023"
"308-4-40" "308" "641-720" -16.386 -3.98666666666667 0.474453959395747 "First_combo" "15" 11417.106 "05/10/23" "Darrian" "2/8/2023"
"308-4-42" "308" "641-720" -16.455 -3.72 0.481585331275007 "First_combo" "16" 19124.744 "05/10/23" "Darrian" "2/8/2023"
"308-4-6" "308" "641-720" -15.656 -3.12 0.492298213185459 "First_combo" "12" 10796.075 "05/10/23" "Darrian" "2/8/2023"
"308-4-7" "308" "641-720" -16.289 -4.05333333333333 0.472113296820819 "First_combo" "12" 7193.295 "05/10/23" "Darrian" "2/8/2023"
"308-4-9" "308" "641-720" -15.611 -3.33 0.486784140969163 "First_combo" NA NA "05/10/23" "Darrian" "2/8/2023"
"308-5-12" "308" "641-720" -15.607 -3.56666666666667 0.480597710330138 "First_combo" "17" 11922.203 "05/10/23" "Darrian" "2/8/2023"
"308-5-14" "308" "641-720" -15.523 -3.11 0.491882160392799 "First_combo" "17" 15305.895 "05/10/23" "Darrian" "2/8/2023"
"308-5-16" "308" "641-720" -15.329 -2.84 0.49777209881397 "First_combo" "17" 8461.992 "05/10/23" "Darrian" "2/8/2023"
"308-5-2" "308" "641-720" -15.856 -3.56333333333334 0.482134692011235 "First_combo" "16" 13167.132 "05/10/23" "Darrian" "2/24/2023"
"308-5-29" "308" "641-720" -17.813 -5.09666666666667 0.455809122292488 "First_combo" "17" 6540.647 "05/10/23" "Darrian" "2/27/2023"
"308-5-32" "308" "641-720" -15.919 -3.73333333333333 0.47809979673464 "First_combo" "17" 9679.171 "05/10/23" "Darrian" "2/27/2023"
"308-5-33" "308" "641-720" -16.478 -4.35666666666667 0.465433901054339 "First_combo" "18" 5520.591 "05/10/23" "Darrian" "2/27/2023"
"308-5-36" "308" "641-720" -15.604 -3.33666666666667 0.486541625534715 "First_combo" "18" 16975.654 "05/10/23" "Darrian" "2/27/2023"
"308-5-37" "308" "641-720" -15.487 -3.41666666666666 0.48383548860152 "First_combo" "18" 13147.896 "05/10/23" "Darrian" "2/27/2023"
"308-5-38" "308" "641-720" -17.204 -4.8 0.459010722933241 "First_combo" "18" 6377.3 "05/10/23" "Darrian" "2/27/2023"
"308-5-39" "308" "641-720" -16.615 -4.68 0.457823462228749 "First_combo" "18" 5786.216 "05/10/23" "Darrian" "2/27/2023"
"308-5-4" "308" "641-720" -16.034 -4.16 0.46759197768628 "First_combo" "16" 12221.971 "05/10/23" "Darrian" "2/24/2023"
"308-5-45" "308" "641-720" -16.099 -4.15 0.468311370917137 "First_combo" "18" 8437.518 "05/10/23" "Darrian" "2/27/2023"
"308-5-47" "308" "721-800" -8.686 -3.53 0.640703205791107 "First_combo" "19" 14001.944 "05/10/23" "Holly" "2/27/2023"
"308-5-6" "308" "721-800" -9.046 -3.97333333333333 0.62859254393168 "First_combo" "16" 9370.605 "05/10/23" "Holly" "2/27/2023"
"308-5-8" "308" "721-800" -8.489 -3.41333333333333 0.642206861670741 "First_combo" "16" 7298.978 "05/10/23" "Holly" "2/27/2023"
"308-5-9" "308" "721-800" -9.382 -4.27 0.622454728370221 "First_combo" "16" 7381.16 "05/10/23" "Holly" "2/27/2023"
"310" "310" "315x320" -6.786 -3.64 0.675326539400029 "Pre_combo" "23" 12638.847 "03/16/23" "Darrian" "2/27/2023"
"310-1-1" "310" "721-800" -8.538 -3.57 0.636448797104535 "First_combo" "1" 19304.087 "05/10/23" "Holly" "2/15/2023"
"310-1-10" "310" "721-800" -8.528 -3.64 0.633267394856799 "First_combo" "1" 18415.819 "05/10/23" "Holly" "2/15/2023"
"310-1-12" "310" "721-800" -8.224 -3.16333333333333 0.648261408836235 "First_combo" NA NA "05/10/23" "Holly" "2/15/2023"
"310-1-13" "310" "721-800" -7.977 -2.82 0.658548069514596 "First_combo" "2" 20490.744 "05/10/23" "Holly" "2/15/2023"
"310-1-14" "310" "721-800" -7.867 -2.92 0.652809038351207 "First_combo" "2" 23186.536 "05/10/23" "Holly" "2/15/2023"
"310-1-18" "310" "721-800" -8.653 -3.63 0.635923759835065 "First_combo" "2" 15793.375 "05/10/23" "Holly" "2/15/2023"
"310-1-20" "310" "721-800" -9.8 -4.71 0.612157669779959 "First_combo" "2" 9654.773 "05/10/23" "Holly" "2/15/2023"
"310-1-29" "310" "721-800" -8.916 -3.73333333333333 0.636244951246379 "First_combo" "3" 13534.931 "05/10/23" "Holly" "2/15/2023"
"310-1-3" "310" NA NA NA NA NA "1" 12021.068 NA NA "2/15/2023"
"310-1-30" "310" NA NA NA NA NA "3" 13297.305 NA NA "2/15/2023"
"310-1-37" "310" "721-800" -8.851 -3.77666666666667 0.633301570203422 "First_combo" "3" 39002.483 "05/10/23" "Holly" "2/15/2023"
"310-1-39" "310" "721-800" -8.973 -4.06333333333333 0.623362995298858 "First_combo" "3" 23131.338 "05/10/23" "Holly" "2/15/2023"
"310-1-42" "310" "721-800" -8.074 -3.09333333333333 0.648819103127311 "First_combo" "4" 41850.316 "05/10/23" "Holly" "2/20/2023"
"310-1-43" "310" "721-800" -8.804 -3.68333333333333 0.636393672820386 "First_combo" "4" 15524.974 "05/10/23" "Holly" "2/20/2023"
"310-1-45" "310" "721-800" -8.534 -3.58666666666667 0.635641704380497 "First_combo" "4" 18958.265 "05/10/23" "Holly" "2/20/2023"
"310-1-46" "310" "721-800" -8.215 -3.19 0.647015855282946 "First_combo" "4" 11689.131 "05/10/23" "Holly" "2/20/2023"
"310-1-47" "310" "721-800" -9.059 -4.24333333333334 0.617198394253116 "First_combo" "5" 34873.477 "05/10/23" "Holly" "2/20/2023"
"310-1-49" "310" NA NA NA NA NA "5" 21055.92 NA NA "2/20/2023"
"310-1-9" "310" "721-800" -7.733 -2.68 0.660803579261339 "First_combo" "1" 24579.125 "05/10/23" "Holly" "2/20/2023"
"310-2-1" "310" NA NA NA NA NA "5" 37795.144 NA NA "2/20/2023"
"310-2-10" "310" "721-800" -8.38 -3.15333333333333 0.6511240632806 "First_combo" NA NA "05/10/23" "Darrian" "2/20/2023"
"310-2-12" "310" "721-800" -9.267 -4.09666666666666 0.627547124311724 "First_combo" "6" 25158.018 "05/10/23" "Darrian" "2/20/2023"
"310-2-13" "310" "721-800" -8.676 -3.34333333333333 0.648075284955178 "First_combo" "6" 16628.726 "05/10/23" "Darrian" "2/20/2023"
"310-2-15" "310" "721-800" -8.388 -3.21333333333333 0.648802545637247 "First_combo" "7" 32499.233 "05/10/23" "Darrian" "2/20/2023"
"310-2-16" "310" "721-800" -7.562 -2.59 0.662063726147384 "First_combo" "7" 36575.053 "05/10/23" "Darrian" "2/20/2023"
"310-2-17" "310" "721-800" -9.084 -3.96666666666667 0.629587343010928 "First_combo" "7" 18156.125 "05/10/23" "Darrian" "2/8/2023"
"310-2-18" "310" "721-800" -9.184 -4.24 0.61985181505857 "First_combo" "7" 13325.873 "05/10/23" "Darrian" "2/8/2023"
"310-2-19" "310" "721-800" -9.803 -4.63 0.615553551119652 "First_combo" NA NA "05/10/23" "Darrian" "2/8/2023"
"310-2-27" "310" "721-800" -9.373 -4.21333333333333 0.62467464862051 "First_combo" "8" 15071.657 "05/10/23" "Darrian" "2/8/2023"
"310-2-29" "310" "721-800" -9.342 -4.29333333333333 0.620721854573505 "First_combo" "8" 28561.22 "05/10/23" "Darrian" "2/8/2023"
"310-2-30" "310" "721-800" -9.403 -4.15 0.627810322989234 "First_combo" "8" 18632.55 "05/10/23" "Darrian" "2/8/2023"
"310-2-35" "310" "721-800" -7.267 -1.73666666666666 0.691854301827588 "First_combo" "8" 12161.057 "05/10/23" "Darrian" "2/8/2023"
"310-2-36" "310" "721-800" -8.199 -2.77333333333333 0.663451276578278 "First_combo" "9" 39053.898 "05/10/23" "Darrian" "2/8/2023"
"310-2-38" "310" "721-800" -10.229 -5.1 0.604538776772597 "First_combo" "9" 12034.464 "05/10/23" "Darrian" "2/8/2023"
"310-2-40" "310" "721-800" -8.042 -2.50333333333333 0.671647885023681 "First_combo" NA NA "05/10/23" "Darrian" "2/21/2023"
"310-2-42" "310" "721-800" -8.809 -3.56 0.641531700170912 "First_combo" "9" 19034.39 "05/10/23" "Darrian" "2/21/2023"
"310-2-44" "310" "721-800" -9.045 -3.87333333333333 0.632779830295156 "First_combo" "9" 22785.32 "05/10/23" "Darrian" "2/21/2023"
"310-2-47" "310" NA NA NA NA NA "10" 19302.661 NA NA "2/21/2023"
"310-2-49" "310" "721-800" -8.849 -3.66666666666666 0.637855535093104 "First_combo" "10" 16228.163 "05/10/23" "Darrian" "2/9/2023"
"310-2-5" "310" "721-800" -8.642 -3.57666666666667 0.638016251989612 "First_combo" "5" 11593.637 "05/10/23" "Darrian" "2/21/2023"
"310-2-6" "310" "721-800" -8.374 -3.20666666666667 0.648829992451564 "First_combo" "6" 23898.051 "05/10/23" "Darrian" "2/21/2023"
"310-2-8" "310" "721-800" -8.544 -3.02666666666667 0.658349328214971 "First_combo" "6" 16219.853 "05/11/23" "Holly" "2/21/2023"
"310-3-1" "310" "721-800" -9.644 -4.54666666666667 0.615914612290414 "First_combo" "10" 27571.538 "05/11/23" "Holly" "2/21/2023"
"310-3-12" "310" "721-800" -9.665 -4.42 0.621574001566171 "First_combo" "11" 17660.742 "05/11/23" "Holly" "2/21/2023"
"310-3-13" "310" "721-800" -8.857 -3.77333333333333 0.633584312427602 "First_combo" "12" 24425.964 "05/11/23" "Holly" "2/21/2023"
"310-3-14" "310" "721-800" -8.91 -3.87666666666667 0.63013698630137 "First_combo" "12" 13962.08 "05/11/23" "Holly" "2/21/2023"
"310-3-15" "310" "721-800" -8.805 -3.44333333333334 0.646072835436932 "First_combo" "12" 8910.281 "05/11/23" "Holly" "2/9/2023"
"310-3-16" "310" "721-800" -9.312 -4.14666666666667 0.626264247872853 "First_combo" NA NA "05/11/23" "Holly" "2/9/2023"
"310-3-17" "310" "721-800" -9.029 -4.09333333333333 0.623116416913637 "First_combo" "12" 14566.113 "05/11/23" "Holly" "2/9/2023"
"310-3-2" "310" "721-800" -9.828 -4.70333333333334 0.613025160452022 "First_combo" "10" 10636.498 "05/11/23" "Holly" "2/9/2023"
"310-3-20" "310" "721-800" -8.872 -3.62333333333333 0.639993507547476 "First_combo" "13" 11894.873 "05/11/23" "Holly" "2/9/2023"
"310-3-24" "310" NA NA NA NA NA "13" 19976.055 NA NA "2/9/2023"
"310-3-25" "310" NA NA NA NA NA "13" 10366.57 "05/11/23" "Holly" "2/9/2023"
"310-3-26" "310" "721-800" -8.582 -3.42 0.643471397116863 "First_combo" NA NA "05/11/23" "Holly" "2/9/2023"
"310-3-27" "310" "721-800" -9.891 -4.71333333333333 0.613828915004099 "First_combo" "13" 11420.109 "05/11/23" "Holly" "2/9/2023"
"310-3-28" "310" NA NA NA NA NA "14" 8733.415 NA NA "2/9/2023"
"310-3-29" "310" "721-800" -8.772 -3.69666666666667 0.635244708719697 "First_combo" "14" 21485.693 "05/11/23" "Holly" "2/9/2023"
"310-3-3" "310" NA NA NA NA NA "11" 21275.302 NA NA "2/9/2023"
"310-3-30" "310" NA NA NA NA NA "14" 15334.179 NA NA "2/9/2023"
"310-3-31" "310" "721-800" -8.487 -3.38333333333334 0.643433324930678 "First_combo" NA NA "05/11/23" "Holly" "2/9/2023"
"310-3-32" "310" "721-800" -10.381 -5.25666666666666 0.601160288919625 "First_combo" "14" 10791.695 "05/11/23" "Holly" "2/9/2023"
"310-3-33" "310" "721-800" -8.872 -3.72333333333333 0.63591595535128 "First_combo" NA NA "05/11/23" "Holly" "2/9/2023"
"310-3-34" "310" NA NA NA NA NA "14" 28980.004 NA NA "2/9/2023"
"310-3-35" "310" "721-800" -10.089 -5.14333333333333 0.599658743700647 "First_combo" "15" 24285.851 "05/11/23" "Holly" "2/9/2023"
"310-3-36" "310" "721-800" -9.489 -4.51666666666667 0.614064342945459 "First_combo" "15" 15796.78 "05/11/23" "Holly" "2/9/2023"
"310-3-39" "310" "721-800" -10.417 -5.41333333333333 0.595283422044368 "First_combo" "15" 11264.843 "05/11/23" "Holly" "2/9/2023"
"310-3-40" "310" "721-800" -8.574 -3.26666666666667 0.6495115071741 "First_combo" "15" 24563.924 "05/11/23" "Darrian" "2/9/2023"
"310-3-41" "310" "721-800" -8.888 -3.54 0.643553238419892 "First_combo" "16" 10887.273 "05/11/23" "Darrian" "2/9/2023"
"310-3-45" "310" NA NA NA NA NA "16" 14905.433 NA NA "2/9/2023"
"310-3-47" "310" "721-800" -8.887 -3.70666666666667 0.636865116659175 "First_combo" "16" 31578.902 "05/11/23" "Darrian" "2/9/2023"
"310-3-49" "310" "721-800" -9.257 -4.16 0.624706073137112 "First_combo" "16" 10209.963 "05/11/23" "Darrian" "2/9/2023"
"310-3-7" "310" NA NA NA NA NA "11" 31721.167 NA NA "2/9/2023"
"310-3-8" "310" "721-800" -8.157 -2.86333333333333 0.659372781559277 "First_combo" "11" 14481.156 "05/11/23" "Darrian" "2/9/2023"
"310-4-1" "310" NA NA NA NA NA "16" 10680.184 NA NA "2/20/2023"
"310-4-10" "310" NA NA NA NA NA "18" 15629.709 NA NA "2/20/2023"
"310-4-12" "310" "721-800" -8.812 -3.54333333333333 0.642239454346149 "First_combo" "18" 16084.317 "05/11/23" "Darrian" "2/20/2023"
"310-4-13" "310" NA NA NA NA NA "18" 20568.271 NA NA "2/20/2023"
"310-4-17" "310" "721-800" -8.606 -3.18333333333333 0.65323555483923 "First_combo" "18" 24240.78 "05/11/23" "Darrian" "2/20/2023"
"310-4-2" "310" "721-800" -8.256 -3.12333333333333 0.65043610805318 "First_combo" "16" 16214.048 "05/11/23" "Darrian" "2/20/2023"
"310-4-20" "310" "721-800" -8.474 -3.33666666666667 0.645157237971609 "First_combo" NA NA "05/11/23" "Darrian" "2/20/2023"
"310-4-22" "310" "721-800" -8.576 -3.55 0.637960148598447 "First_combo" NA NA "05/11/23" "Darrian" "2/20/2023"
"310-4-24" "310" "721-800" -8.838 -3.72666666666667 0.63518533806654 "First_combo" NA NA "05/11/23" "Darrian" "2/20/2023"
"310-4-26" "310" "721-800" -8.602 -3.20333333333333 0.652416356877323 "First_combo" "19" 18731.51 "05/11/23" "Darrian" "2/20/2023"
"310-4-27" "310" "721-800" -8.743 -3.59666666666666 0.63891298063024 "First_combo" "19" 24362.844 "05/11/23" "Darrian" "2/20/2023"
"310-4-29" "310" NA NA NA NA NA "19" 21722.146 NA NA "2/20/2023"
"310-4-3" "310" "721-800" -10.618 -5.76 0.58466653628007 "First_combo" "17" 8282.268 "05/11/23" "Darrian" "2/23/2023"
"310-4-32" "310" "721-800" -8.499 -3.36333333333333 0.644482556680331 "First_combo" NA NA "05/11/23" "Darrian" "2/23/2023"
"310-4-33" "310" "721-800" -9.332 -4.26666666666667 0.621665450417579 "First_combo" "19" 14201.651 "05/11/23" "Darrian" "2/23/2023"
"310-4-34" "310" NA NA NA NA NA "19" 12564.494 NA NA "2/23/2023"
"310-4-35" "310" "721-800" -8.559 -3.55333333333333 0.637560872326911 "First_combo" "19" 22078.775 "05/11/23" "Darrian" "2/23/2023"
"310-4-39" "310" "721-800" -8.383 -3.33 0.643958377574857 "First_combo" "19" 11841.093 "05/11/23" "Darrian" "2/23/2023"
"310-4-4" "310" "721-800" -7.995 -2.78 0.660480720231018 "First_combo" "17" 13689.831 "05/11/23" "Darrian" "2/23/2023"
"310-4-40" "310" "721-800" -8.042 -2.91 0.65589833554405 "First_combo" "19" 22813.018 "05/11/23" "Darrian" "2/23/2023"
"310-4-41" "310" NA NA NA NA NA "20" 18807.537 NA NA "2/23/2023"
"310-4-42" "310" "801-880" -8.053 -3.64666666666667 0.64546094919433 "First_combo" "20" 8273.252 "05/11/23" "Holly" "2/23/2023"
"310-4-43" "310" "801-880" -6.95 -2.50666666666667 0.674838588939834 "First_combo" NA NA "05/11/23" "Holly" "2/23/2023"
"310-4-44" "310" "801-880" -8.596 -4.22333333333333 0.63161052541356 "First_combo" "20" 11488.121 "05/11/23" "Holly" "2/23/2023"
"310-4-45" "310" "801-880" -8.123 -3.72666666666666 0.643368310137419 "First_combo" "20" 8479.495 "05/11/23" "Holly" "2/23/2023"
"310-4-46" "310" "801-880" -8.181 -3.66333333333333 0.647218628719275 "First_combo" "20" 10063.613 "05/11/23" "Holly" "2/8/2023"
"310-4-47" "310" "801-880" -8.003 -3.36666666666666 0.656317100403676 "First_combo" "20" 21062.899 "05/11/23" "Holly" "2/8/2023"
"310-4-48" "310" "801-880" -9.306 -5.11666666666667 0.608283874226544 "First_combo" "20" 15766.585 "05/11/23" "Holly" "2/9/2023"
"310-4-49" "310" "801-880" -9.238 -5.07666666666666 0.608426585283147 "First_combo" "20" 9173.601 "05/11/23" "Holly" "2/9/2023"
"310-4-5" "310" "801-880" -8.528 -4.29666666666666 0.626865018595493 "First_combo" "17" 11146.783 "05/11/23" "Holly" "2/8/2023"
"310-4-6" "310" "801-880" -9.158 -4.90333333333333 0.614318803958728 "First_combo" "17" 14403.921 "05/11/23" "Holly" "2/8/2023"
"310-4-7" "310" "801-880" -9.165 -4.78333333333333 0.619741100323625 "First_combo" "17" 15377.366 "05/11/23" "Holly" "2/8/2023"
"310-4-8" "310" NA NA NA NA NA "18" 13154.319 NA NA "2/8/2023"
"310-4-9" "310" "801-880" -8.277 -3.86 0.640724021182394 "First_combo" "18" 25748.498 "05/11/23" "Holly" "2/8/2023"
"310-5-13" "310" NA NA NA NA NA "21" 14316 NA NA "2/8/2023"
"310-5-14" "310" "801-880" -8.509 -4.07 0.636414134939965 "First_combo" "21" 20913 "05/11/23" "Holly" "2/8/2023"
"310-5-16" "310" NA NA NA NA NA "21" 18305.952 NA NA "2/8/2023"
"310-5-2" "310" "801-880" -8.611 -4.28333333333333 0.629299582418529 "First_combo" "20" 7749.786 "05/11/23" "Holly" "2/9/2023"
"310-5-20" "310" "801-880" -7.486 -2.97333333333333 0.663807428032515 "First_combo" "21" 27760 "05/11/23" "Holly" "2/8/2023"
"310-5-25" "310" "801-880" -8.462 -4.21333333333333 0.629119915848527 "First_combo" "21" 16480 "05/11/23" "Holly" "2/23/2023"
"310-5-27" "310" NA NA NA NA NA "21" 13687 NA NA "2/23/2023"
"310-5-29" "310" "801-880" -8.251 -4.02666666666667 0.632815629032976 "First_combo" "21" 20295 "05/11/23" "Holly" "2/23/2023"
"310-5-3" "310" "801-880" -8.633 -4.4 0.624537902839995 "First_combo" "20" 9431.137 "05/11/23" "Holly" "2/9/2023"
"310-5-30" "310" "801-880" -8.941 -4.74333333333333 0.61628256298013 "First_combo" "21" 20767 "05/11/23" "Holly" "2/23/2023"
"310-5-31" "310" "801-880" -8.01 -3.57666666666667 0.647633292275207 "First_combo" "21" 26258 "05/11/23" "Holly" "2/23/2023"
"310-5-36" "310" NA NA NA NA NA "21" 20650 NA NA "2/23/2023"
"310-5-37" "310" "801-880" -8.604 -4.34666666666666 0.626286756721539 "First_combo" "21" 17440 "05/11/23" "Darrian" "2/23/2023"
"310-5-40" "310" "801-880" -9.088 -4.92666666666667 0.611524322475849 "First_combo" "21" 13474 "05/11/23" "Darrian" "2/23/2023"
"310-5-41" "310" "801-880" -8.25 -3.81 0.642346208869814 "First_combo" "21" 19366 "05/11/23" "Darrian" "2/23/2023"
"310-5-43" "310" "801-880" -8.198 -3.80333333333333 0.641539134236992 "First_combo" "22" 2061 "05/11/23" "Darrian" "2/23/2023"
"310-5-44" "310" "801-880" -8.646 -4.32 0.628464612607967 "First_combo" "22" 13151 "05/11/23" "Darrian" "2/23/2023"
"310-5-46" "310" "801-880" -8.576 -4.35 0.625502183406114 "First_combo" "22" 8264 "05/11/23" "Darrian" "2/23/2023"
"310-5-47" "310" "801-880" -8.49 -4.09333333333333 0.635027082795976 "First_combo" "22" 21452 "05/11/23" "Darrian" "2/23/2023"
"310-5-48" "310" "801-880" -7.449 -2.98666666666666 0.662651148045831 "First_combo" NA NA "05/11/23" "Darrian" "2/23/2023"
"310-5-6" "310" "801-880" -9.529 -4.95 0.620721222735233 "First_combo" "20" 12772.975 "05/11/23" "Darrian" "2/9/2023"
"310-5-8" "310" "801-880" -7.709 -3.15666666666667 0.659887055501632 "First_combo" "21" 17872 "05/11/23" "Darrian" "2/23/2023"
"311" "311" NA NA NA NA NA "23" 9946.307 "03/16/23" "Darrian" "2/27/2023"
"312" "312" "315x320" -7.218 -4.14333333333333 0.663040941132534 "Pre_combo" "23" 18196.796 "03/16/23" "Darrian" "2/27/2023"
"312-1-28" "312" "801-880" -7.39 -3.10666666666667 0.656422892742573 "First_combo" "2" 10283.779 "05/11/23" "Darrian" "2/23/2023"
"312-1-29" "312" "801-880" -8.463 -4.13666666666667 0.632506839202744 "First_combo" "2" 8652.142 "05/11/23" "Darrian" "2/23/2023"
"312-1-3" "312" "801-880" -8.693 -4.45666666666666 0.62343513103747 "First_combo" "1" 8866.765 "05/11/23" "Darrian" "2/23/2023"
"312-1-32" "312" "801-880" -7.55 -2.94333333333334 0.666062187624397 "First_combo" "2" 12861.548 "05/11/23" "Darrian" "2/23/2023"
"312-1-36" "312" "801-880" -8.664 -4.25666666666667 0.631632653061225 "First_combo" "2" 10296.461 "05/11/23" "Darrian" "2/23/2023"
"312-1-38" "312" "801-880" -7.027 -2.53 0.674976873265495 "First_combo" NA NA "05/11/23" "Darrian" "2/23/2023"
"312-1-41" "312" "801-880" -8.015 -3.56666666666667 0.648156277436348 "First_combo" "3" 5872.968 "05/11/23" "Darrian" "2/23/2023"
"312-1-43" "312" "801-880" -8.743 -4.47666666666667 0.623714224230687 "First_combo" "3" 6642.083 "05/11/23" "Darrian" "2/23/2023"
"312-1-5" "312" "801-880" -8.944 -4.91666666666667 0.60830340719979 "First_combo" "1" 8356.009 "05/11/23" "Darrian" "2/23/2023"
"312-1-6" "312" NA NA NA NA NA "1" 15263.983 NA NA "2/23/2023"
"312-1-8" "312" "801-880" -8.222 -4.07666666666667 0.62990637378466 "First_combo" "1" 7678.444 "05/11/23" "Darrian" "2/23/2023"
"312-2-11" "312" "801-880" -9.37 -5.41333333333333 0.596103280313807 "First_combo" "4" 7331.497 "05/11/23" "Holly" "2/22/2023"
"312-2-13" "312" "801-880" -8.454 -4.18 0.630393914222009 "First_combo" "4" 13846.75 "05/11/23" "Holly" "2/22/2023"
"312-2-27" "312" "801-880" -8.598 -4.25333333333333 0.630336643879788 "First_combo" NA NA "05/11/23" "Holly" "2/22/2023"
"312-2-28" "312" "801-880" -7.848 -3.62666666666667 0.642248256370516 "First_combo" "4" 13962.623 "05/11/23" "Holly" "2/22/2023"
"312-2-3" "312" "801-880" -8.725 -4.51333333333333 0.621655609036902 "First_combo" "3" 15023.107 "05/11/23" "Holly" "2/22/2023"
"312-2-33" "312" "801-880" -8.854 -4.66 0.618049264483844 "First_combo" "4" 11111.129 "05/11/23" "Holly" "2/22/2023"
"312-2-39" "312" "801-880" -7.625 -3.37333333333333 0.649021864211738 "First_combo" "5" 12504.883 "05/11/23" "Holly" "2/22/2023"
"312-2-42" "312" "801-880" -8.835 -4.70333333333333 0.615551977720726 "First_combo" "5" 14948.579 "05/11/23" "Holly" "2/22/2023"
"312-2-43" "312" "801-880" -8.04 -3.71333333333333 0.642301018819237 "First_combo" "5" 12952.791 "05/11/23" "Holly" "2/22/2023"
"312-2-6" "312" "801-880" -7.881 -3.43333333333333 0.651329469539442 "First_combo" NA NA "05/11/23" "Holly" "2/22/2023"
"312-2-7" "312" "801-880" -8.085 -3.87 0.636318654131618 "First_combo" "3" 18966.788 "05/11/23" "Holly" "2/22/2023"
"312-3-1" "312" "801-880" -7.939 -3.68333333333333 0.641580135440181 "First_combo" "5" 17542.956 "05/11/23" "Holly" "2/22/2023"
"312-3-10" "312" "801-880" -8.704 -4.32333333333333 0.629553966632618 "First_combo" "6" 19314.104 "05/11/23" "Holly" "2/10/2023"
"312-3-15" "312" "801-880" -7.494 -3.2 0.654240103349636 "First_combo" "6" 23208.835 "05/11/23" "Holly" "2/10/2023"
"312-3-2" "312" "801-880" -10.487 -6.41333333333333 0.58023455950046 "First_combo" "6" 10243.699 "05/11/23" "Holly" "2/10/2023"
"312-3-22" "312" "801-880" -8.237 -3.81666666666667 0.641760535815248 "First_combo" "7" 24142.991 "05/11/23" "Holly" "2/10/2023"
"312-3-29" "312" "801-880" -8.264 -3.76666666666667 0.644467389433832 "First_combo" "7" 21631.748 "05/11/23" "Holly" "2/10/2023"
"312-3-36" "312" NA NA NA NA NA "7" 28853.259 NA NA "2/10/2023"
"312-3-37" "312" NA NA NA NA NA "7" 36456.39 NA NA "2/10/2023"
"312-3-43" "312" "801-880" -8.251 -4.06333333333333 0.631190774182013 "First_combo" "8" 28729.004 "05/11/23" "Holly" "2/10/2023"
"312-3-48" "312" "801-880" -7.672 -3.23333333333333 0.656056666367793 "First_combo" "8" 18422.614 "05/11/23" "Holly" "2/10/2023"
"312-3-8" "312" "801-880" -8.097 -3.72 0.643193936456176 "First_combo" "6" 30098.794 "05/11/23" "Holly" "2/10/2023"
"312-4-1" "312" "801-880" -8.648 -4.19333333333334 0.633993566954461 "First_combo" "8" 14791.554 "05/11/23" "Darrian" "2/10/2023"
"312-4-11" "312" "801-880" -7.937 -3.32666666666666 0.656808059843473 "First_combo" NA NA "05/11/23" "Darrian" "2/10/2023"
"312-4-12" "312" "801-880" -8.789 -4.44333333333333 0.626174981923355 "First_combo" "9" 13504.522 "05/11/23" "Darrian" "2/10/2023"
"312-4-13" "312" "801-880" -9.872 -5.53333333333333 0.603709204768977 "First_combo" "9" 12246.469 "05/11/23" "Darrian" "2/16/2023"
"312-4-14" "312" NA NA NA NA NA "9" 13450.502 "05/11/23" "Darrian" "2/16/2023"
"312-4-20" "312" "801-880" -8.729 -4.38333333333333 0.6274911449665 "First_combo" "9" 35939.221 "05/11/23" "Darrian" "2/16/2023"
"312-4-38" "312" "801-880" -8.871 -4.67666666666667 0.617662270493923 "First_combo" "10" 24442.374 "05/11/23" "Darrian" "2/16/2023"
"312-4-40" "312" "801-880" -8.71 -4.33 0.629393243128244 "First_combo" "10" 20569.969 "05/11/23" "Darrian" "2/16/2023"
"312-4-43" "312" "801-880" -9.445 -5.48333333333333 0.594809094809095 "First_combo" "10" 11711.065 "05/11/23" "Darrian" "2/16/2023"
"312-4-48" "312" "801-880" -10.746 -6.64333333333333 0.577012399134029 "First_combo" "10" 6949.87 "05/11/23" "Darrian" "2/9/2023"
"312-4-9" "312" "801-880" -9.152 -4.64 0.625669761544439 "First_combo" "8" 16804.772 "05/11/23" "Darrian" "2/16/2023"
"312-5-1" "312" "801-880" -8.017 -3.63666666666667 0.645218391821923 "First_combo" "11" 7001.338 "05/11/23" "Darrian" "2/9/2023"
