<Phenotype>
taxa	data	data	data	data
Taxa	Delta_CT	Data_Set	Standard	Maternal_Parent
310-1-13	7.977	721-800	First_combo	310
310-2-10	8.38	721-800	First_combo	310
310-3-36	9.489	721-800	First_combo	310
310-4-40	8.042	721-800	First_combo	310
310-4-4	7.995	721-800	First_combo	310
310-4-12	8.812	721-800	First_combo	310
310-2-18	9.184	721-800	First_combo	310
308-5-8	8.489	721-800	First_combo	308
310-4-24	8.838	721-800	First_combo	310
310-4-22	8.576	721-800	First_combo	310
310-2-30	9.403	721-800	First_combo	310
310-4-26	8.602	721-800	First_combo	310
310-2-36	8.199	721-800	First_combo	310
310-1-12	8.224	721-800	First_combo	310
310-4-32	8.499	721-800	First_combo	310
310-2-44	9.045	721-800	First_combo	310
310-4-35	8.559	721-800	First_combo	310
310-1-29	8.916	721-800	First_combo	310
310-3-27	9.891	721-800	First_combo	310
310-2-16	7.562	721-800	First_combo	310
310-4-17	8.606	721-800	First_combo	310
310-2-8	8.544	721-800	First_combo	310
310-2-6	8.374	721-800	First_combo	310
310-3-13	8.857	721-800	First_combo	310
310-1-46	8.215	721-800	First_combo	310
310-3-15	8.805	721-800	First_combo	310
310-4-27	8.743	721-800	First_combo	310
310-3-17	9.029	721-800	First_combo	310
310-3-47	8.887	721-800	First_combo	310
310-1-14	7.867	721-800	First_combo	310
310-2-49	8.849	721-800	First_combo	310
310-2-15	8.388	721-800	First_combo	310
310-1-20	9.8	721-800	First_combo	310
310-3-2	9.828	721-800	First_combo	310
310-1-39	8.973	721-800	First_combo	310
310-3-32	10.381	721-800	First_combo	310
310-3-33	8.872	721-800	First_combo	310
310-1-43	8.804	721-800	First_combo	310
310-3-35	10.089	721-800	First_combo	310
310-3-20	8.872	721-800	First_combo	310
310-4-39	8.383	721-800	First_combo	310
310-2-42	8.809	721-800	First_combo	310
310-1-18	8.653	721-800	First_combo	310
310-2-5	8.642	721-800	First_combo	310
310-2-27	9.373	721-800	First_combo	310
310-3-16	9.312	721-800	First_combo	310
310-3-26	8.582	721-800	First_combo	310
312-1-36	8.664	801-880	First_combo	312
310-5-46	8.576	801-880	First_combo	310
312-4-43	9.445	801-880	First_combo	312
310-5-8	7.709	801-880	First_combo	310
310-5-37	8.604	801-880	First_combo	310
312-4-1	8.648	801-880	First_combo	312
310-5-43	8.198	801-880	First_combo	310
310-4-48	9.306	801-880	First_combo	310
310-5-44	8.646	801-880	First_combo	310
310-5-40	9.088	801-880	First_combo	310
312-5-21	8.879	801-880	First_combo	312
312-1-38	7.027	801-880	First_combo	312
310-5-25	8.462	801-880	First_combo	310
312-2-13	8.454	801-880	First_combo	312
310-5-6	9.529	801-880	First_combo	310
310-4-46	8.181	801-880	First_combo	310
312-5-1	8.017	801-880	First_combo	312
312-1-3	8.693	801-880	First_combo	312
310-4-47	8.003	801-880	First_combo	310
310-5-31	8.01	801-880	First_combo	310
310-4-49	9.238	801-880	First_combo	310
312-5-24	9.491	801-880	First_combo	312
312-4-13	9.872	801-880	First_combo	312
310-4-42	8.053	801-880	First_combo	310
310-4-43	6.95	801-880	First_combo	310
312-1-5	8.944	801-880	First_combo	312
310-5-14	8.509	801-880	First_combo	310
312-4-38	8.871	801-880	First_combo	312
312-3-22	8.237	801-880	First_combo	312
310-4-45	8.123	801-880	First_combo	310
312-2-33	8.854	801-880	First_combo	312
310-5-30	8.941	801-880	First_combo	310
312-1-29	8.463	801-880	First_combo	312
312-3-8	8.097	801-880	First_combo	312
312-1-32	7.55	801-880	First_combo	312
312-1-43	8.743	801-880	First_combo	312
312-4-11	7.937	801-880	First_combo	312
310-5-20	7.486	801-880	First_combo	310
310-5-2	8.611	801-880	First_combo	310
310-5-47	8.49	801-880	First_combo	310
312-3-1	7.939	801-880	First_combo	312
312-4-48	10.746	801-880	First_combo	312
312-1-28	7.39	801-880	First_combo	312
312-4-9	9.152	801-880	First_combo	312
312-5-11	8.938	801-880	First_combo	312
312-2-3	8.725	801-880	First_combo	312
312-5-13	9.019	801-880	First_combo	312
312-2-39	7.625	801-880	First_combo	312
310-5-41	8.25	801-880	First_combo	310
312-5-25	9.381	801-880	First_combo	312
312-1-8	8.222	801-880	First_combo	312
310-5-48	7.449	801-880	First_combo	310
312-3-10	8.704	801-880	First_combo	312
312-4-40	8.71	801-880	First_combo	312
312-2-27	8.598	801-880	First_combo	312
312-2-28	7.848	801-880	First_combo	312
310-5-29	8.251	801-880	First_combo	310
312-3-43	8.251	801-880	First_combo	312
312-3-48	7.672	801-880	First_combo	312
310-5-3	8.633	801-880	First_combo	310
312-3-29	8.264	801-880	First_combo	312
312-5-22	8.485	801-880	First_combo	312
312-2-6	7.881	801-880	First_combo	312
310-4-5	8.528	801-880	First_combo	310
312-5-33	8.537	801-880	First_combo	312
312-5-26	8.145	801-880	First_combo	312
312-2-7	8.085	801-880	First_combo	312
312-4-20	8.729	801-880	First_combo	312
312-3-15	7.494	801-880	First_combo	312
310-4-44	8.596	801-880	First_combo	310
312-3-2	10.487	801-880	First_combo	312
312-4-12	8.789	801-880	First_combo	312
312-2-43	8.04	801-880	First_combo	312
310-4-9	8.277	801-880	First_combo	310
310-4-7	9.165	801-880	First_combo	310
310-4-6	9.158	801-880	First_combo	310
312-2-11	9.37	801-880	First_combo	312
312-1-41	8.015	801-880	First_combo	312
312-2-42	8.835	801-880	First_combo	312
302-2-17	-5.375	81-160	First_combo	302
302-4-13	-5.595	81-160	First_combo	302
302-3-16	-6.666	81-160	First_combo	302
302-3-14	-6.999	81-160	First_combo	302
302-4-43	-5.724	81-160	First_combo	302
302-4-19	-7.565	81-160	First_combo	302
302-2-31	-7.211	81-160	First_combo	302
302-4-46	-5.861	81-160	First_combo	302
302-2-6	-5.617	81-160	First_combo	302
302-3-32	-8.388	81-160	First_combo	302
302-2-46	-7.158	81-160	First_combo	302
303-1-3	-7.635	81-160	First_combo	303
302-3-3	-6.787	81-160	First_combo	302
302-2-35	-6.831	81-160	First_combo	302
302-3-2	-7.492	81-160	First_combo	302
302-5-29	-5.867	81-160	First_combo	302
302-4-3	-4.706	81-160	First_combo	302
302-2-39	-5.829	81-160	First_combo	302
302-2-38	-5.157	81-160	First_combo	302
303-1-11	-7.183	81-160	First_combo	303
302-2-40	-6.515	81-160	First_combo	302
302-3-9	-6.397	81-160	First_combo	302
303-1-2	-6.597	81-160	First_combo	303
302-5-20	-8.884	81-160	First_combo	302
302-4-17	-5.655	81-160	First_combo	302
302-4-15	-5.13	81-160	First_combo	302
302-3-20	-7.635	81-160	First_combo	302
302-4-44	-7.361	81-160	First_combo	302
302-4-21	-4.872	81-160	First_combo	302
302-3-28	-8.326	81-160	First_combo	302
302-3-45	-6.684	81-160	First_combo	302
302-5-22	-6.795	81-160	First_combo	302
302-3-7	-6.553	81-160	First_combo	302
302-3-31	-7.817	81-160	First_combo	302
302-4-42	-8.467	81-160	First_combo	302
302-4-41	-8.685	81-160	First_combo	302
302-5-30	-6.67	81-160	First_combo	302
302-4-47	-6.177	81-160	First_combo	302
302-3-41	-6.365	81-160	First_combo	302
302-3-23	-6.91	81-160	First_combo	302
302-4-28	-7.567	81-160	First_combo	302
302-3-27	-8.371	81-160	First_combo	302
303-1-1	-7.136	81-160	First_combo	303
302-3-24	-8.2	81-160	First_combo	302
302-3-29	-9.227	81-160	First_combo	302
302-4-38	-4.634	81-160	First_combo	302
303-1-18	-7.383	81-160	First_combo	303
302-5-28	-6.156	81-160	First_combo	302
302-5-27	-8.332	81-160	First_combo	302
302-3-5	-6.8	81-160	First_combo	302
302-3-40	-7.816	81-160	First_combo	302
302-4-2	-5.023	81-160	First_combo	302
302-3-17	-5.914	81-160	First_combo	302
302-5-15	-7.424	81-160	First_combo	302
302-4-23	-5.992	81-160	First_combo	302
302-4-36	-6.818	81-160	First_combo	302
302-3-43	-6.945	81-160	First_combo	302
302-5-48	-5.954	81-160	First_combo	302
302-5-18	-5.858	81-160	First_combo	302
302-4-9	-4.845	81-160	First_combo	302
302-3-8	-6.816	81-160	First_combo	302
303-1-19	-7.374	81-160	First_combo	303
302-5-14	-5.714	81-160	First_combo	302
303-1-15	-6.788	81-160	First_combo	303
302-5-8	-6.019	81-160	First_combo	302
302-5-42	-6.216	81-160	First_combo	302
302-3-36	-6.983	81-160	First_combo	302
302-3-49	-5.858	81-160	First_combo	302
302-5-47	-7.239	81-160	First_combo	302
302-3-44	-7.33	81-160	First_combo	302
302-3-46	-6.269	81-160	First_combo	302
302-5-17	-5.523	81-160	First_combo	302
302-5-31	-6.639	81-160	First_combo	302
313-1-4	11.75	881-960	First_combo	313
313-1-5	9.573	881-960	First_combo	313
313-1-45	9.347	881-960	First_combo	313
313-2-35	9.714	881-960	First_combo	313
313-2-7	9.905	881-960	First_combo	313
313-3-2	10.899	881-960	First_combo	313
313-2-30	11.059	881-960	First_combo	313
313-1-1	9.361	881-960	First_combo	313
313-1-31	8.607	881-960	First_combo	313
313-4-10	10.094	881-960	First_combo	313
313-1-49	9.293	881-960	First_combo	313
313-3-31	10.852	881-960	First_combo	313
313-2-5	8.603	881-960	First_combo	313
313-2-43	10.921	881-960	First_combo	313
313-2-13	9.833	881-960	First_combo	313
313-2-19	10.704	881-960	First_combo	313
313-3-33	10.376	881-960	First_combo	313
313-2-25	10.247	881-960	First_combo	313
313-2-49	9.095	881-960	First_combo	313
313-1-13	9.925	881-960	First_combo	313
313-3-6	9.673	881-960	First_combo	313
313-1-14	10.365	881-960	First_combo	313
313-4-16	9.655	881-960	First_combo	313
313-4-19	10.628	881-960	First_combo	313
313-4-13	9.462	881-960	First_combo	313
313-2-42	10.231	881-960	First_combo	313
312-5-39	10.535	881-960	First_combo	312
313-1-30	9.022	881-960	First_combo	313
313-3-17	8.493	881-960	First_combo	313
313-3-25	9.064	881-960	First_combo	313
313-2-47	10.088	881-960	First_combo	313
313-1-36	8.758	881-960	First_combo	313
313-1-11	8.992	881-960	First_combo	313
313-2-6	9.624	881-960	First_combo	313
313-1-39	9.89	881-960	First_combo	313
313-3-3	9.227	881-960	First_combo	313
313-2-34	10.742	881-960	First_combo	313
313-3-39	10.309	881-960	First_combo	313
313-3-42	10.563	881-960	First_combo	313
313-2-39	9.793	881-960	First_combo	313
313-2-40	8.213	881-960	First_combo	313
313-3-47	9.771	881-960	First_combo	313
313-2-46	10.726	881-960	First_combo	313
313-3-48	11.614	881-960	First_combo	313
313-4-1	11.151	881-960	First_combo	313
313-3-26	9.869	881-960	First_combo	313
313-1-38	9.802	881-960	First_combo	313
313-2-28	9.915	881-960	First_combo	313
313-4-12	9.741	881-960	First_combo	313
313-3-1	8.702	881-960	First_combo	313
313-3-36	9.45	881-960	First_combo	313
313-2-36	9.674	881-960	First_combo	313
313-1-23	9.773	881-960	First_combo	313
313-1-25	9.641	881-960	First_combo	313
313-3-18	8.991	881-960	First_combo	313
313-2-12	8.932	881-960	First_combo	313
312-5-47	10.462	881-960	First_combo	312
312-5-6	9.742	881-960	First_combo	312
313-2-20	10.187	881-960	First_combo	313
313-2-27	10.112	881-960	First_combo	313
313-3-29	9.793	881-960	First_combo	313
313-3-34	9.361	881-960	First_combo	313
313-3-27	9.968	881-960	First_combo	313
313-4-14	9.229	881-960	First_combo	313
313-1-48	9.433	881-960	First_combo	313
313-3-43	9.099	881-960	First_combo	313
313-4-20	10.103	881-960	First_combo	313
313-2-1	9.334	881-960	First_combo	313
313-1-3	10.803	881-960	First_combo	313
313-1-37	9.524	881-960	First_combo	313
313-1-35	10.305	881-960	First_combo	313
313-1-20	9.198	881-960	First_combo	313
313-1-10	7.781	881-960	First_combo	313
313-1-16	10.422	881-960	First_combo	313
313-1-15	9.115	881-960	First_combo	313
313-3-16	10.368	881-960	First_combo	313
313-3-11	9.245	881-960	First_combo	313
313-3-12	10.052	881-960	First_combo	313
313-3-10	9.734	881-960	First_combo	313
314-2-13	10.82	961-1040	First_combo	314
314-1-45	10.523	961-1040	First_combo	314
314-2-29	11.074	961-1040	First_combo	314
314-2-21	11.125	961-1040	First_combo	314
314-2-11	10.952	961-1040	First_combo	314
313-4-30	9.885	961-1040	First_combo	313
314-1-44	9.314	961-1040	First_combo	314
313-4-33	10.282	961-1040	First_combo	313
314-1-17	10.438	961-1040	First_combo	314
313-5-15	10.685	961-1040	First_combo	313
313-5-36	11.509	961-1040	First_combo	313
314-1-47	11.151	961-1040	First_combo	314
314-1-48	10.125	961-1040	First_combo	314
313-4-23	10.785	961-1040	First_combo	313
313-5-19	10.783	961-1040	First_combo	313
314-2-10	10.513	961-1040	First_combo	314
314-1-34	11.521	961-1040	First_combo	314
313-4-27	10.266	961-1040	First_combo	313
313-4-29	10.846	961-1040	First_combo	313
314-1-11	10.05	961-1040	First_combo	314
313-5-37	10.756	961-1040	First_combo	313
313-4-31	10.376	961-1040	First_combo	313
313-5-43	9.478	961-1040	First_combo	313
313-4-34	10.057	961-1040	First_combo	313
313-5-49	10.267	961-1040	First_combo	313
313-5-28	11.719	961-1040	First_combo	313
313-5-29	9.949	961-1040	First_combo	313
314-2-34	9.639	961-1040	First_combo	314
314-1-31	11.053	961-1040	First_combo	314
313-5-32	10.445	961-1040	First_combo	313
314-1-30	10.087	961-1040	First_combo	314
313-4-45	11.698	961-1040	First_combo	313
313-4-5	9.838	961-1040	First_combo	313
314-2-12	9.71	961-1040	First_combo	314
313-4-9	9.956	961-1040	First_combo	313
313-5-39	9.178	961-1040	First_combo	313
314-1-43	10.135	961-1040	First_combo	314
313-5-48	10.881	961-1040	First_combo	313
313-5-6	10.718	961-1040	First_combo	313
314-1-46	10.465	961-1040	First_combo	314
314-2-32	10.544	961-1040	First_combo	314
313-4-22	10.417	961-1040	First_combo	313
313-4-43	11.462	961-1040	First_combo	313
314-1-9	10.012	961-1040	First_combo	314
313-5-33	11.372	961-1040	First_combo	313
314-1-10	10.008	961-1040	First_combo	314
314-1-4	10.23	961-1040	First_combo	314
314-1-40	11.67	961-1040	First_combo	314
314-1-16	10.881	961-1040	First_combo	314
314-2-2	10.052	961-1040	First_combo	314
314-1-2	9.919	961-1040	First_combo	314
313-4-35	10.497	961-1040	First_combo	313
314-1-23	10.284	961-1040	First_combo	314
313-4-21	9.971	961-1040	First_combo	313
313-5-9	10.544	961-1040	First_combo	313
314-2-33	10.286	961-1040	First_combo	314
314-1-3	10.975	961-1040	First_combo	314
313-4-26	11.678	961-1040	First_combo	313
313-5-11	10.238	961-1040	First_combo	313
314-1-42	10.444	961-1040	First_combo	314
313-4-48	10.292	961-1040	First_combo	313
314-1-41	11.063	961-1040	First_combo	314
313-5-27	10.32	961-1040	First_combo	313
314-2-30	11.138	961-1040	First_combo	314
314-2-25	10.466	961-1040	First_combo	314
314-1-7	9.871	961-1040	First_combo	314
313-5-31	10.369	961-1040	First_combo	313
314-2-14	10.647	961-1040	First_combo	314
314-1-26	10.951	961-1040	First_combo	314
313-4-6	10.778	961-1040	First_combo	313
314-1-28	10.316	961-1040	First_combo	314
314-1-21	10.033	961-1040	First_combo	314
313-4-37	11.478	961-1040	First_combo	313
313-4-39	10.99	961-1040	First_combo	313
313-4-4	9.729	961-1040	First_combo	313
314-1-13	10.884	961-1040	First_combo	314
314-1-25	10.746	961-1040	First_combo	314
313-5-30	9.615	961-1040	First_combo	313
301	9.155	Pre_Cross	Pre_combo	301
316	6.517	Pre_Cross	Pre_combo	316
315-2-14 	6.114	Pre_Cross	Pre_combo	315
315-1-18 	6.776	Pre_Cross	Pre_combo	315
315-3-44 	6.872	Pre_Cross	Pre_combo	315
315-2-19 	6.113	Pre_Cross	Pre_combo	315
304	7.498	Pre_Cross	Pre_combo	304
315-2-21 	6.738	Pre_Cross	Pre_combo	315
315-2-22 	5.553	Pre_Cross	Pre_combo	315
310	6.786	Pre_Cross	Pre_combo	310
315-2-24 	7.097	Pre_Cross	Pre_combo	315
306	6.938	Pre_Cross	Pre_combo	306
315	5.957	Pre_Cross	Pre_combo	315
315-2-31 	6.65	Pre_Cross	Pre_combo	315
315-2-34 	6.898	Pre_Cross	Pre_combo	315
315-1-17 	5.367	Pre_Cross	Pre_combo	315
303	6.539	Pre_Cross	Pre_combo	303
320-5-24 	6.277	Pre_Cross	Pre_combo	320
313	7.084	Pre_Cross	Pre_combo	313
315-1-22 	8.17	Pre_Cross	Pre_combo	315
302	7.462	Pre_Cross	Pre_combo	302
315-2-46 	7.462	Pre_Cross	Pre_combo	315
315-1-6 	6.717	Pre_Cross	Pre_combo	315
315-1-33 	6.425	Pre_Cross	Pre_combo	315
315-3-8 	6.879	Pre_Cross	Pre_combo	315
315-1-37 	6.939	Pre_Cross	Pre_combo	315
315-2-9 	6.265	Pre_Cross	Pre_combo	315
307	6.074	Pre_Cross	Pre_combo	307
315-3-13 	6.788	Pre_Cross	Pre_combo	315
315-3-40  	7.013	Pre_Cross	Pre_combo	315
315-4-7 	6.826	Pre_Cross	Pre_combo	315
315-1-45 	7.297	Pre_Cross	Pre_combo	315
315-1-48 	7.254	Pre_Cross	Pre_combo	315
315-1-49 	6.412	Pre_Cross	Pre_combo	315
315-1-5 	6.421	Pre_Cross	Pre_combo	315
315-3-6 	6.401	Pre_Cross	Pre_combo	315
315-3-22 	7.333	Pre_Cross	Pre_combo	315
315-2-5  	6.672	Pre_Cross	Pre_combo	315
315-1-8 	6.853	Pre_Cross	Pre_combo	315
315-2-27 	6.472	Pre_Cross	Pre_combo	315
315-4-13 	6.172	Pre_Cross	Pre_combo	315
315-2-11 	6.834	Pre_Cross	Pre_combo	315
315-4-26 	6.709	Pre_Cross	Pre_combo	315
320-1-11 	6.69	Pre_Cross	Pre_combo	320
315-4-28 	6.249	Pre_Cross	Pre_combo	315
315-2-41 	6.237	Pre_Cross	Pre_combo	315
312	7.218	Pre_Cross	Pre_combo	312
315-3-19 	6.495	Pre_Cross	Pre_combo	315
315-4-36 	6.071	Pre_Cross	Pre_combo	315
318	6.94	Pre_Cross	Pre_combo	318
315-3-1 	4.602	Pre_Cross	Pre_combo	315
315-4-42 	5.381	Pre_Cross	Pre_combo	315
315-2-7 	6.028	Pre_Cross	Pre_combo	315
315-2-6 	7.207	Pre_Cross	Pre_combo	315
315-5-10 	6.858	Pre_Cross	Pre_combo	315
315-4-5 	6.894	Pre_Cross	Pre_combo	315
320	6.534	Pre_Cross	Pre_combo	320
315-3-2 	6.053	Pre_Cross	Pre_combo	315
315-5-3 	6.974	Pre_Cross	Pre_combo	315
315-2-43 	5.167	Pre_Cross	Pre_combo	315
305	7.216	Pre_Cross	Pre_combo	305
315-3-33 	7.661	Pre_Cross	Pre_combo	315
315-5-18 	6.984	Pre_Cross	Pre_combo	315
308	6.304	Pre_Cross	Pre_combo	308
315-4-40 	5.544	Pre_Cross	Pre_combo	315
319	6.92	Pre_Cross	Pre_combo	319
314	6.9	Pre_Cross	Pre_combo	314
315-5-9 	6.777	Pre_Cross	Pre_combo	315
315-4-49 	6.326	Pre_Cross	Pre_combo	315
315-3-18 	4.762	Pre_Cross	Pre_combo	315
